"key","context","status","comment","en-US","de-DE","es-419","fr-FR","it-IT","ja-JP","ko-KR","pt-BR","ru-RU","zh-CN","screenshotable","batch","test_name","en-US_screenshot","de-DE_screenshot","es-419_screenshot","fr-FR_screenshot","it-IT_screenshot","ja-JP_screenshot","ko-KR_screenshot","pt-BR_screenshot","ru-RU_screenshot","zh-CN_screenshot"
"StockholmDFE29B6C","appears in a dropdown of timezones","verified","","Stockholm","Stockholm","Estocolmo","Stockholm","Stoccolma","ストックホルム","스톡홀름","Estocolmo","Стокгольм","斯德哥尔摩","no","4","","","","","","","","","","",""
"Sydney8448940","appears in a dropdown of timezones","verified","","Sydney","Sydney","Sydney","Sydney","Sydney","シドニー","시드니","Sydney","Сидней","悉尼","no","4","","","","","","","","","","",""
"TaipeiBCB42378","appears in a dropdown of timezones","verified","","Taipei","Taipei","Taipei","Taipei","Taipei","台北","타이베이","Taipé","Тайпей","台北","no","4","","","","","","","","","","",""
"TallinnB21EE60B","appears in a dropdown of timezones","verified","","Tallinn","Tallinn","Tallinn","Tallinn","Tallinn","タリン","탈린","Tallinn","Таллинн","塔林","no","4","","","","","","","","","","",""
"TashkentB356AC22","appears in a dropdown of timezones","verified","","Tashkent","Taschkent","Tashkent","Tashkent","Tashkent","タシケント","타슈켄트","Tashkent","Ташкент","塔什干","no","4","","","","","","","","","","",""
"Tbilisi9D62E26A","appears in a dropdown of timezones","verified","","Tbilisi","Tbilisi","Tiflis","Tbilissi","Tbilisi","トビリシ","트빌리시","Tbilisi","Тбилиси","第比利斯","no","4","","","","","","","","","","",""
"Tehran8046614","appears in a dropdown of timezones","verified","","Tehran","Teheran","Teherán","Téhéran","Teheran","テヘラン","테헤란","Teerã","Тегеран","德黑兰","no","4","","","","","","","","","","",""
"Tijuana62B0C5FA","appears in a dropdown of timezones","verified","","Tijuana","Tijuana","Tijuana","Tijuana","Tijuana","ティファナ","티후아나","Tijuana","Тихуана","蒂华纳","no","4","","","","","","","","","","",""
"TokyoF86E3F4","appears in a dropdown of timezones","verified","","Tokyo","Tokio","Tokio","Tokyo","Tokyo","東京","도쿄","Tóquio","Токио","东京","no","4","","","","","","","","","","",""
"UTCA434BD33","appears in a dropdown of timezones","verified","","UTC","Weltzeit","Tiempo universal controlado (UTC)","UTC","UTC","UTC","UTC","UTC","Время по Гринвичу","协调世界时","no","4","","","","","","","","","","",""
"Ulaan_Bataar7345B780","appears in a dropdown of timezones","verified","","Ulaan Bataar","Ulaan Baatar","Ulaan Bataar","Oulan-Bator","Ulaan Bataar","ウランバートル","울란바토르","Ulaan Bataar","Улан-Батор","乌兰巴托","no","4","","","","","","","","","","",""
"Urumqi703712DE","appears in a dropdown of timezones","verified","","Urumqi","Urumtschi","Urumqi","Urumqi","Urumqi","ウルムチ","우루무치","Urumqui","Урумчи","乌鲁木齐","no","4","","","","","","","","","","",""
"Vienna704DA989","appears in a dropdown of timezones","verified","","Vienna","Wien","Viena","Vienne","Vienna","ウィーン","비엔나","Viena","Вена","维也纳","no","4","","","","","","","","","","",""
"VilniusA9EB1A87","appears in a dropdown of timezones","verified","","Vilnius","Vilnius","Vilna","Vilnius","Vilnius","ビリニュス","빌니우스","Vilnius","Вильнюс","维尔纽斯","no","4","","","","","","","","","","",""
"VladivostokE5AE7EE3","appears in a dropdown of timezones","verified","","Vladivostok","Vladivostok","Vladivostok","Vladivostok","Vladivostok","ウラジオストク","블라디보스토크","Vladivostok","Владивосток","符拉迪沃斯托克","no","4","","","","","","","","","","",""
"Volgograd6BB2EB89","appears in a dropdown of timezones","verified","","Volgograd","Volgograd","Volgogrado","Volgograd","Volgograd","ボルゴグラード","볼고그라드","Volgogrado","Волгоград","伏尔加格勒","no","4","","","","","","","","","","",""
"Warsaw211DC776","appears in a dropdown of timezones","verified","","Warsaw","Warschau","Varsovia","Varsovie","Varsavia","ワルシャワ","바르샤바","Varsóvia","Варшава","华沙","no","4","","","","","","","","","","",""
"WellingtonD17B0176","appears in a dropdown of timezones","verified","","Wellington","Wellington","Wellington","Wellington","Wellington","ウェリントン","웰링턴","Wellington","Веллингтон","惠灵顿","no","4","","","","","","","","","","",""
"West_Central_Africa913AB5A","appears in a dropdown of timezones","verified","","West Central Africa","West-Zentralafrika","África Central Oeste","Afrique Centrale Occidentale","Africa Centro-occidentale","西中央アフリカ","서중앙아프리카","Centro-oeste da África","Западная и Центральная Африка","中非西部","no","4","","","","","","","","","","",""
"YakutskD700EB7E","appears in a dropdown of timezones","verified","","Yakutsk","Jakutsk","Yakutsk","Yakutsk","Yakutsk","ヤクーツク","야쿠트","Yakutsk","Якутск","雅库茨克","no","4","","","","","","","","","","",""
"Yerevan7A625B36","appears in a dropdown of timezones","verified","","Yerevan","Eriwan","Ereván","Yerevan","Erevan","エレバン","예레반","Ierevan","Ереван","埃里温","no","4","","","","","","","","","","",""
"ZagrebF23738DD","appears in a dropdown of timezones","verified","","Zagreb","Zagreb","Zagreb","Zagreb","Zagabria","ザグレブ","자그레브","Zagreb","Загреб","萨格勒布","no","4","","","","","","","","","","",""
